latitude,longitude,link_length_km,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,all_hgvs,all_motor_vehicles,road_name
51.55430791,-0.1144607,0.5,884.5,746.5,5966.0,508.0,1942.0,305.0,9466.5,A1
51.55660547,-0.11753935,0.2,989.5,882.5,11994.5,627.5,3068.5,436.5,17010.0,A1
51.56240546,-0.1259564,1.1,512.0,674.0,8907.0,513.0,2576.5,387.0,13057.5,A1
51.56447448,-0.13164264,0.3,621.5,950.5,9511.5,638.5,2421.0,700.5,14221.5,A1
52.01434923,-0.20555262,0.5,0.0,25.0,5283.5,7.0,1177.5,562.5,7055.0,A1
51.48131708,-0.02496815,0.2,921.0,392.0,8999.0,344.5,2597.5,415.5,12748.0,A200
51.481429600000006,-0.0140608,1.0,957.0,319.0,6876.0,288.0,2309.5,232.5,10026.0,A200
51.48447578,-0.03312789,1.5,1247.0,446.5,9167.5,353.5,2533.0,366.5,12867.0,A200
51.4910089,-0.043607400000000004,0.3,1330.0,533.0,12008.0,289.0,2658.0,343.0,15831.0,A200
51.49119442,-0.04502558,0.4,1637.0,589.0,12574.0,443.0,2425.0,571.0,16602.0,A200
51.49205857,-0.04723587,0.3,1570.0,628.0,16997.0,548.0,3352.0,398.0,21922.0,A200
51.49276908,-0.04670131,0.3,1389.0,439.0,13690.0,605.0,2701.0,432.0,17867.0,A200
51.49434467,-0.049515199999999995,0.8,873.5,383.5,6713.5,425.5,1837.5,158.0,9517.5,A200
51.4985423,-0.06950656,1.0,2049.5,717.5,7781.5,506.0,2432.0,208.5,11646.5,A200
51.49984776,-0.07233298,0.4,1801.0,466.5,4247.5,355.5,1203.0,181.5,6453.5,A200
51.50045787,-0.07662967,0.3,399.0,898.0,5384.0,279.0,1677.0,380.0,8617.0,A200
51.50141588,-0.07582569,0.3,1998.0,609.0,3970.0,384.0,1385.0,444.0,6792.0,A200
51.50194289,-0.07944886,0.2,297.0,574.0,3037.0,54.0,1009.0,281.0,4956.0,A200
51.50205632,-0.08088495,0.2,363.0,871.0,3699.0,52.0,979.0,368.0,5969.0,A200
51.50315796,-0.07896551,0.2,1383.0,244.5,2595.0,573.5,589.0,88.0,4090.0,A200
51.50366638,-0.0858605,0.6,523.0,775.0,3908.0,220.0,1659.0,330.0,6892.0,A200
51.5038361,-0.080839,0.3,2527.0,458.0,2036.0,637.0,773.5,140.5,4044.5,A200
51.50555029,-0.08503225,0.3,2009.5,323.0,3202.5,785.5,862.0,124.0,5296.5,A200
51.50606987,-0.0871143,0.2,2214.5,439.5,2969.5,780.0,719.0,225.0,5133.5,A200
51.49447281,-0.09560969,1.1,1636.5,1132.0,10015.5,1356.5,3735.5,405.0,16644.5,A201
51.49662104,-0.10220493,0.4,820.0,230.0,2020.0,2289.5,1079.5,127.5,5746.0,A201
51.49820739,-0.10409844,0.2,1114.5,482.5,3390.0,2376.0,1480.0,339.5,8067.5,A201
51.50406027,-0.10457598,0.9,1960.0,978.5,4494.5,421.5,1490.5,278.5,7663.5,A201
51.50765488,-0.1044268,0.2,4328.5,1155.0,7773.5,512.0,2450.0,362.5,12253.0,A201
51.50900286,-0.10437085,0.3,4328.5,1155.0,7773.5,512.0,2450.0,362.5,12253.0,A201
51.51107209,-0.10442907,0.1,4328.5,1155.0,7773.5,512.0,2450.0,362.5,12253.0,A201
51.51295693,-0.10420671,0.3,5367.0,2607.0,13638.0,639.5,2890.5,700.5,20475.5,A201
51.51620372,-0.10479255,0.4,1520.0,1468.0,8491.0,380.5,3155.0,357.5,13852.0,A201
51.5216282,-0.10658542,0.4,1880.5,635.0,4412.5,203.5,1467.0,245.0,6963.0,A201
51.52373228,-0.1088046,0.4,1721.0,803.5,6012.5,167.0,1809.5,243.0,9036.0,A201
51.52664654,-0.11387373,0.6,955.0,569.0,5488.5,172.0,1217.5,189.0,7636.0,A201
51.52833817,-0.11841721,0.3,348.5,271.5,3033.0,278.5,671.0,121.0,4375.0,A201
51.52908815,-0.11752126,0.3,67.0,821.0,7904.0,120.0,2405.0,386.0,11636.0,A201
51.52915026,-0.11578865,0.1,950.0,994.0,8302.0,509.0,2566.0,281.0,12653.0,A201
51.53043614,-0.11746565,0.3,579.0,677.0,5135.0,583.0,1060.0,199.0,7654.0,A201
51.4531532,0.20925118,1.5,118.0,89.5,6070.5,28.5,1207.0,175.5,7571.0,A2026
50.8735301,0.0101619,0.2,16.0,23.0,5041.0,44.0,849.0,37.0,5994.0,A2029
50.87395987,0.01131751,0.2,55.0,36.0,3139.0,161.0,652.0,52.0,4040.0,A2029
50.87435776,0.01431962,0.1,51.0,45.0,4070.0,164.0,815.0,42.0,5136.0,A2029
50.874423900000004,0.01048464,0.2,63.0,70.0,8843.0,55.0,1416.0,58.0,10443.0,A2029
50.87465678,0.012626799999999999,0.2,10.0,11.0,3789.0,18.0,669.0,43.0,4530.0,A2029
50.87510612,0.01264616,0.2,95.0,85.0,11994.0,274.0,2244.0,129.0,14726.0,A2029
50.87707456,0.00278046,1.6,26.5,21.5,3004.5,35.0,492.0,26.0,3579.0,A2029
51.47307111,-0.05186271,0.1,819.0,471.0,6825.5,730.0,1607.0,325.0,9958.0,A202
51.4734362,-0.05760701,0.9,967.5,457.0,8721.5,873.0,2069.0,430.0,12550.0,A202
51.47363985,-0.0863977,1.7,1360.5,607.0,6870.5,848.5,1961.5,296.0,10583.0,A202
51.47405195,-0.06766072,0.3,1083.0,636.0,10430.5,982.5,2673.0,368.0,15090.0,A202
51.47533153,-0.09640702,0.4,1077.5,475.0,4480.0,530.0,1159.5,338.0,6982.0,A202
51.47612863,-0.09565381,0.3,33.0,27.5,787.0,11.0,197.5,19.0,1042.5,A202
51.47654647,-0.09923654,0.3,1691.5,620.5,7082.0,556.0,2197.0,368.5,10823.5,A202
51.47748243,-0.10150176,0.8,1691.5,620.5,7082.0,556.0,2197.0,368.5,10823.5,A202
51.48178822,-0.11198056,0.1,1726.0,1365.0,19242.0,1262.0,4564.0,891.0,27324.0,A202
51.48273319,-0.11482202,0.6,1396.0,559.0,7662.5,534.0,2368.0,340.0,11463.5,A202
51.48570711,-0.12082081,0.3,1318.0,824.0,10456.0,378.0,3204.0,562.0,15424.0,A202
51.48615369,-0.12231482,0.2,2944.0,912.5,12190.0,622.5,4796.0,710.5,19231.0,A202
51.486951399999995,-0.12552289,0.3,3857.5,1364.5,14278.0,988.0,5976.0,660.5,23267.0,A202
51.48779354,-0.12757694,0.2,3857.5,1364.5,14278.0,988.0,5976.0,660.5,23267.0,A202
51.48926374,-0.13067129,0.2,1418.0,1085.5,11821.0,920.0,3654.0,575.0,18055.0,A202
51.49111169,-0.13434101,1.0,931.5,744.0,7590.0,666.5,2425.5,339.0,11765.0,A202
51.49477625,-0.1425614,0.3,1243.0,0.0,4369.0,1348.0,0.0,0.0,5717.0,A202
51.49521647,-0.14196725,0.2,589.0,924.0,12428.0,778.0,3122.0,729.0,17981.0,A202
51.49764973,-0.14230052,0.2,327.0,411.5,7709.5,576.5,2680.5,388.0,11766.0,A202
50.84409643,-0.19749935,2.2,49.5,42.5,4680.5,17.5,1079.0,61.0,5881.0,A2038
51.46786391,-0.11845849,0.9,669.5,344.5,4306.5,579.5,1206.5,155.5,6593.0,A203
51.4769313,-0.12312559,1.3,1117.5,991.0,5835.5,460.5,1972.5,296.0,9554.5,A203
51.485816,-0.12211264,0.2,986.5,1125.0,14106.5,605.0,3734.5,575.0,20146.0,A203
51.45620386,0.04098203,0.8,72.0,352.5,15028.5,208.0,4342.0,1381.5,21312.5,A205
51.45864468,0.04540947,0.6,73.0,143.5,4998.5,156.0,867.0,388.0,6553.5,A205
51.45239273,0.27254638,3.4,62.0,73.0,6046.5,68.5,1137.0,409.5,7734.0,A206
51.45906446,0.21529492,3.2,32.5,191.5,8754.0,8.5,3021.5,1837.0,13812.0,A206
51.47756558,-0.01422865,0.8,205.5,158.0,2911.0,93.5,883.5,173.0,4219.5,A206
51.48388076,0.00044872,1.4,464.0,344.0,6518.5,550.0,2222.0,193.0,9827.5,A206
51.486017,0.01478748,0.8,297.0,187.0,5353.0,539.0,1522.5,227.0,7828.5,A206
51.48757354,0.02941881,1.0,244.0,385.0,5658.0,240.0,1437.5,405.5,8125.0,A206
51.47343154,0.0431909,2.2,100.5,228.0,7458.5,193.0,1096.0,69.0,9045.0,A207
51.45577789,0.01361398,1.1,237.5,432.0,6791.5,280.5,1529.0,296.0,9329.0,A20
51.45871989,-0.00065166,1.8,327.0,477.5,8635.0,464.0,1983.0,246.0,11805.0,A20
51.46320451,-0.010533200000000001,0.3,510.5,624.5,9251.5,2027.5,2019.5,370.0,14293.5,A20
51.46433164,-0.01336355,0.4,512.0,773.0,11024.0,1492.5,2483.5,331.0,16103.5,A20
51.46625054,-0.02047893,1.6,500.0,697.0,6948.0,675.0,1758.0,245.0,10322.5,A20
51.47363569,-0.03182303,0.2,449.0,633.0,5977.0,665.0,1611.0,249.0,9134.0,A20
51.47402894,-0.03382209,0.2,551.0,761.0,7919.0,685.0,1905.0,241.0,11511.0,A20
51.45849397,-0.09509237,1.9,298.5,225.0,5870.5,371.0,818.5,111.0,7396.0,A215
51.46924039,-0.09234108,0.5,775.0,521.5,6488.5,883.0,1370.5,131.0,9395.0,A215
51.47285138,-0.09319839999999999,0.2,887.5,524.0,6584.5,1249.0,1361.5,370.5,10090.0,A215
51.47555436,-0.09351769,0.3,1018.0,608.5,5646.0,1426.0,1296.5,274.5,9251.5,A215
51.48545356,-0.09396902,2.1,1274.0,489.0,4224.0,1121.5,1085.0,127.5,7046.5,A215
51.49776415,-0.08071948,0.1,415.5,290.0,3080.5,107.5,1152.0,148.5,4779.0,A2198
51.49898168,-0.08533641,0.8,613.5,365.0,3567.5,137.5,1413.0,229.5,5712.5,A2198
51.45740745,-0.01337633,2.2,481.5,364.0,12053.0,1136.5,2127.5,251.0,15932.0,A21
51.49003561,0.00864088,1.0,123.0,126.5,2822.5,179.5,712.0,111.5,3952.0,A2203
51.49730906,-0.08203524,0.2,293.0,166.0,1128.5,7.0,376.5,41.5,1720.0,A2205
51.49963706,-0.08141882,0.5,405.5,117.5,764.5,3.5,337.5,66.0,1289.0,A2205
51.50325753,-0.08285175,0.3,699.0,450.0,3193.0,16.0,1401.0,250.0,5310.0,A2205
51.49113924,-0.05685463,2.2,128.5,171.5,4096.0,0.0,1065.5,337.5,5670.0,A2206
51.48925212,-0.05693487,1.1,161.5,224.0,8809.0,245.0,2074.0,291.5,11643.0,A2208
51.49099495,-0.05357639,0.3,295.0,311.0,8825.0,304.0,2227.5,407.0,12074.0,A2208
51.49104369,-0.05109662,0.3,150.0,281.0,8981.5,240.0,2237.0,220.0,11959.0,A2208
51.49159368,-0.04631939,0.2,1505.0,830.0,23551.0,666.0,4308.0,371.0,29726.0,A2208
51.49265225,-0.04994758,0.4,82.5,72.0,1731.0,12.5,561.0,14.5,2391.0,A2208
51.47530587,-0.02365818,0.9,640.0,372.0,7308.5,184.5,1765.0,378.5,10009.0,A2209
51.48041462,-0.023178099999999997,0.1,266.5,351.5,6396.5,124.0,1366.5,439.5,8677.0,A2209
51.46618975,-0.0168822,1.6,447.0,171.5,5110.0,236.5,758.5,143.0,6420.0,A2210
51.46608983,-0.0109836,0.7,191.0,122.5,5809.0,266.0,875.0,115.5,7188.0,A2211
51.47091587,-0.01451742,0.5,191.0,122.5,5809.0,266.0,875.0,115.5,7188.0,A2211
51.47424073,-0.01437305,0.6,113.5,107.5,2681.0,190.5,618.5,214.5,3812.0,A2211
51.47956162,-0.00996547,0.5,501.0,200.0,3862.5,345.0,1148.5,118.5,5674.5,A2211
51.45551063,0.02651376,1.1,81.0,381.0,7831.0,138.5,1799.5,69.0,10219.0,A2213
51.46307809,0.02833184,0.2,9.5,360.5,8410.5,9.5,1727.0,57.0,10565.0,A2213
51.47072899,0.02376114,1.4,220.0,121.0,5092.5,143.0,781.5,13.5,6150.5,A2213
51.45827112,-0.08142659,2.2,304.0,148.0,6626.5,111.5,1166.5,101.0,8154.0,A2214
51.46127244,-0.07251931,0.6,137.5,164.0,6884.0,237.5,1085.0,145.5,8516.0,A2214
51.46570794,-0.05793522,1.7,105.5,130.5,4192.5,227.0,833.5,159.0,5542.0,A2214
51.46404293,-0.06655753,0.5,457.0,197.0,6346.0,663.0,972.0,141.5,8319.5,A2215
51.46937479,-0.06814632,0.6,1212.5,30.5,759.0,855.0,172.5,25.0,1841.5,A2215
51.47190409,-0.06556282,0.9,179.0,212.0,6252.0,59.0,884.0,88.5,7496.0,A2215
51.4722166,-0.06760869,0.3,1212.5,30.5,759.0,855.0,172.5,25.0,1841.5,A2215
51.45816737,-0.07509724,2.1,202.5,207.0,5860.0,516.0,1033.0,86.5,7702.5,A2216
51.46005925,-0.07530555,0.1,375.5,249.5,6827.5,620.5,1351.0,270.5,9320.0,A2216
51.46815809,-0.08662706,1.6,440.5,227.0,4439.0,510.5,509.5,117.0,5803.5,A2216
51.43504238,0.21585897,0.6,44.5,41.5,6643.0,96.0,775.0,152.5,7708.0,A225
51.43785733,0.22865754,1.4,86.0,75.0,8340.0,49.5,1803.5,315.5,10583.5,A225
51.44134535,0.21544457,0.5,15.5,33.5,4201.5,101.5,417.5,71.5,4825.5,A225
51.40003489,0.48172975,0.8,41.5,30.0,2493.0,30.0,330.5,27.0,2910.5,A226
51.4425294,0.22888502,0.7,43.5,63.5,7616.5,213.0,1112.5,181.0,9187.0,A226
51.44354015,0.21827066,0.5,30.0,126.0,9243.0,279.0,1091.0,192.0,10931.0,A226
51.44410353,0.21225377,0.5,42.0,113.0,7978.0,313.0,1032.0,130.0,9564.0,A226
51.44539317,0.25780732,3.5,17.5,54.5,5595.0,125.0,813.0,181.5,6768.5,A226
51.44563498,0.21972499,0.7,39.5,47.0,7809.0,224.5,933.0,203.0,9217.0,A226
51.44578562,0.20889551,0.5,35.5,61.0,5291.5,139.5,1079.0,84.5,6655.5,A226
51.44693496,0.21470772,0.5,33.5,58.5,6554.5,144.5,1004.5,93.5,7856.0,A226
51.45111283,0.30126944,3.2,24.5,51.0,3853.5,122.5,714.0,250.5,4991.5,A226
51.384114700000005,0.47756243,0.7,64.0,118.0,12148.0,48.0,2472.0,690.0,15476.0,A228
51.39186784,0.48516894,1.3,34.5,65.0,6675.0,26.5,1358.0,379.0,8503.5,A228
51.39307805,0.49170354,0.7,15.5,50.0,7117.5,63.5,942.0,202.5,8375.5,A228
51.39483064,0.48964238,0.4,13.5,29.0,2725.5,54.0,469.0,53.5,3331.5,A228
51.39700006,0.49335439999999997,0.4,5.0,10.0,2742.5,0.0,547.5,73.0,3373.0,A228
51.402296,0.50226958,1.5,9.0,59.0,6576.5,39.5,1030.0,188.5,7894.0,A228
51.41594155,0.52187071,6.4,8.5,148.0,13258.0,92.0,2372.0,688.5,16558.0,A228
51.36617036,0.50935054,3.0,21.0,46.0,6319.0,44.5,974.5,130.0,7515.0,A229
51.35891625,0.51211423,3.0,34.0,51.0,8374.0,66.5,1334.0,83.0,9908.5,A230
51.38232928,0.52828609,0.7,27.0,113.5,9166.0,212.0,1084.5,120.5,10696.5,A231
51.38327489,0.5502133000000001,2.9,38.5,22.5,2302.5,124.0,283.0,13.0,2744.5,A231
51.39274261,0.5283428000000001,1.4,111.0,92.5,10505.0,302.0,1053.5,98.5,12051.5,A231
51.46776909,-0.11255932,1.7,1434.0,725.5,6568.0,770.0,1861.5,270.0,10194.5,A23
51.48213841,-0.11139,0.2,4728.0,1784.0,8244.0,970.0,2944.0,693.0,14635.0,A23
51.48573305,-0.11124148,0.5,1155.0,467.5,4486.0,591.0,982.5,160.5,6687.5,A23
51.49471964,-0.11087003,0.9,2186.5,664.0,4907.0,654.0,1571.0,188.0,7983.5,A23
51.49743416,-0.11191036,0.3,2138.0,559.0,4149.0,351.5,1307.5,181.5,6548.0,A23
51.49953351,-0.11384069,0.5,857.5,912.0,4727.5,1270.0,1233.0,263.0,8405.5,A23
51.42745612,-0.42763670000000004,1.2,93.5,69.0,5028.5,6.0,744.5,155.0,6003.5,A244
51.43901503,-0.41922562,3.6,172.0,97.0,5733.5,233.5,738.0,100.5,6902.0,A244
50.83051403,-0.21489277,0.2,152.0,174.0,6710.0,65.0,1600.5,224.5,8774.0,A259
50.83167848,-0.22637943,4.6,148.0,174.0,6710.0,65.0,1600.5,224.5,8774.0,A259
50.87195134,0.02345463,1.4,0.0,116.5,9708.5,35.5,2066.0,464.5,12391.5,A26
50.87566163,0.01693447,0.4,70.5,52.5,9053.0,104.5,1425.5,102.5,10737.5,A26
50.881004600000004,0.02000844,1.1,28.0,98.5,9653.0,73.0,1804.0,379.5,12008.0,A26
50.920708000000005,0.06125394,9.4,6.0,86.5,4759.5,49.0,938.0,158.5,5991.0,A26
50.83799816,-0.20503455,0.2,99.5,140.5,11422.5,149.5,1991.5,209.0,13913.0,A270
50.83835878,-0.21036100000000002,0.7,121.5,196.5,11459.5,122.5,2125.0,359.5,14263.5,A270
50.83857898,-0.21887434,0.5,48.5,202.0,9334.5,48.5,1540.5,193.5,11319.0,A270
50.84086019,-0.23881457,2.1,48.5,202.0,9334.5,48.5,1540.5,193.5,11319.0,A270
50.88147351,-0.00726668,1.2,14.5,21.0,3045.5,42.5,794.5,94.0,3997.0,A275
50.89232575,-0.01078503,1.8,39.0,62.0,5178.5,48.5,919.0,118.5,6325.5,A275
50.91684915,-0.01120484,8.8,4.0,41.5,3182.5,21.0,653.0,96.5,3995.5,A275
50.86880133,-0.01305155,0.8,100.0,53.0,4564.0,60.5,816.5,126.5,5620.5,A277
50.87061865,-0.0088667,0.7,261.0,112.0,9676.0,128.0,1733.0,269.0,11918.0,A277
50.87222607,0.00754735,1.0,97.5,52.0,2687.5,99.5,494.5,37.0,3370.0,A277
50.87392558,0.01330601,0.3,50.0,45.0,4070.0,164.0,815.0,42.0,5136.0,A277
50.84360017,-0.28388137,0.7,1.0,94.0,5382.0,33.5,1456.0,333.0,7298.0,A27
50.84402698,-0.25204761,0.7,88.0,368.0,16989.0,89.0,2804.0,352.0,20601.0,A27
50.84607018,-0.26844921,2.0,0.0,385.5,26516.5,58.0,5550.5,982.0,33492.5,A27
50.84783934,-0.28472022,0.8,1.0,94.0,5382.0,33.5,1456.0,333.0,7298.0,A27
50.84992333,-0.24344549,2.0,0.0,255.0,17926.5,41.5,4286.0,981.0,23489.0,A27
50.85755324,0.04457128,2.3,18.0,157.5,14274.0,65.0,3937.0,1027.0,19460.5,A27
50.85756439,-0.22539756,2.0,0.0,255.5,19648.0,63.5,4174.5,789.0,24930.0,A27
50.86696802,-0.00049511,3.6,0.5,197.0,16748.5,72.0,4527.0,1155.0,22700.0,A27
51.42984336,0.23862577,0.8,0.0,229.0,18464.0,77.0,4757.0,3631.0,27158.0,A282
51.43388098,0.23911093,0.6,0.0,573.0,46159.5,192.0,11893.0,9077.0,67894.0,A282
51.44788136,0.23590999999999998,2.1,2.0,449.0,35794.5,74.5,9262.5,9606.5,55187.0,A282
51.45951755,0.25192549,2.8,0.0,593.0,43883.0,111.0,10893.5,9342.0,64822.5,A282
51.47569521,0.26597121,3.7,0.0,593.0,43883.0,111.0,10893.5,9342.0,64822.5,A282
51.48873933,0.267151,0.7,0.0,212.5,23666.5,55.5,5689.5,6297.0,35921.0,A282
50.835803999999996,-0.28104289,1.0,83.0,43.0,4487.5,30.5,848.5,169.5,5578.5,A283
50.84272219,-0.28533399,0.7,151.0,78.0,8167.0,55.0,1544.0,309.0,10153.0,A283
51.06234801,-0.72191483,10.8,6.5,59.0,4441.5,27.5,532.0,68.5,5127.0,A286
51.080346500000005,-0.72313216,0.7,4.0,42.0,4360.0,11.0,828.0,90.0,5332.0,A286
51.08386238,-0.7181811,1.0,2.0,23.5,2395.5,6.5,455.0,49.5,2929.5,A286
51.09363185,-0.70463038,1.2,8.0,36.5,4523.5,39.0,670.0,75.5,5345.0,A286
51.0799499,-0.72799693,0.4,31.0,29.0,5345.0,11.0,870.0,88.0,6343.0,A287
51.08279476,-0.73077431,0.9,15.0,14.0,2646.0,5.5,431.0,43.5,3140.0,A287
51.08796929,-0.73777195,0.5,30.0,113.0,12131.0,68.0,1949.0,198.0,14458.0,A287
51.10743104,-0.73295662,3.0,13.5,50.5,5464.5,31.0,877.5,89.0,6513.0,A287
51.12198807,-0.75370619,5.0,12.5,18.5,3007.0,15.5,555.0,53.5,3648.5,A287
51.39454456,0.55719445,8.0,148.5,214.5,14311.0,88.0,2185.0,350.5,17149.0,A289
51.40949045,0.51488609,1.2,0.0,240.5,16787.5,65.0,3396.5,1105.5,21595.5,A289
51.41097305,0.48332886,3.2,0.0,220.5,19715.5,49.0,4659.5,1693.0,26337.0,A289
50.83492082,-0.21489507,0.9,52.5,39.5,4575.0,96.0,1440.0,305.5,6456.0,A293
50.8397402,-0.20661529,1.1,11.5,117.5,8634.0,81.5,1920.5,436.5,11190.0,A293
50.84877625,-0.20939413,0.7,26.0,214.0,15715.0,147.0,3498.0,795.0,20369.0,A293
51.43288644,0.28596563,1.4,36.0,66.5,6711.5,35.0,934.5,268.0,8015.0,A296
51.43514253,0.27169001,1.2,87.0,208.0,16520.0,201.0,2372.0,1047.0,20348.0,A296
51.43784613,0.25743508,0.7,39.0,113.5,9076.5,111.5,1302.0,575.0,11179.0,A296
51.43790012,0.23585414,0.2,52.0,140.0,11404.5,73.5,3030.0,744.5,15392.0,A296
51.43812215,0.24305954,1.5,17.0,36.5,4883.5,150.5,833.0,156.5,6060.5,A296
51.44011127,0.23308419,0.6,13.5,28.5,3351.0,25.5,981.0,144.0,4529.5,A296
51.36998826,0.57378621,0.9,131.5,167.0,14652.0,129.5,2055.0,301.0,17304.5,A2
51.37289629,0.5559876,1.2,79.5,87.5,10452.5,96.5,1517.5,127.0,12281.0,A2
51.37617296,0.54179979,1.5,57.5,91.0,8216.0,139.0,1083.5,61.0,9590.0,A2
51.37885623,0.53168745,0.3,74.5,147.5,10547.5,15.0,1319.5,91.5,12121.0,A2
51.37940487,0.52960514,0.1,21.5,52.5,6523.5,13.5,648.0,124.5,7361.5,A2
51.37968211,0.52592697,0.6,50.0,118.0,9130.0,8.0,1316.0,92.0,10663.5,A2
51.37971424,0.53193601,0.3,95.5,35.0,2883.0,247.0,368.0,27.0,3560.0,A2
51.37997419,0.52989523,0.1,19.5,61.5,7962.0,85.5,752.5,110.5,8972.0,A2
51.38065288,0.52595169,0.7,5.0,36.0,4395.0,78.0,466.0,96.0,5071.0,A2
51.38254157,0.51340808,1.0,46.0,74.0,8056.5,175.5,1024.0,67.0,9397.0,A2
51.38418193,0.50820879,0.3,33.5,101.5,8474.0,183.5,1143.0,87.5,9989.5,A2
51.39337855,0.49870644,1.5,144.0,194.0,14122.5,161.0,2741.0,225.5,17444.5,A2
51.39594348,0.49229058,0.2,50.0,125.0,7698.5,91.5,1209.0,131.5,9255.5,A2
51.39662892,0.48542705,0.5,63.5,112.5,7941.5,54.0,1283.5,111.0,9503.0,A2
51.42581775,0.22807162,4.6,0.5,963.0,40453.0,186.5,10617.0,2497.5,54717.5,A2
51.42999595,0.27228349,4.4,0.0,701.0,55212.0,243.5,13164.5,6254.5,75575.5,A2
51.43047001,0.3069361,0.8,0.0,805.0,58379.5,227.0,14020.5,6348.0,79780.5,A2
51.45982061,0.03467979,1.1,0.0,909.0,25052.5,235.0,6545.5,2297.0,35038.5,A2
51.46932349,0.02807609,1.1,1.0,1472.5,34444.5,342.5,10063.5,2057.0,48380.0,A2
51.47341514,-0.01872881,0.4,196.0,652.5,9732.0,281.5,2307.0,1087.5,14060.5,A2
51.47348023,0.01439344,2.7,144.0,835.0,14025.5,138.5,3395.0,1243.5,19637.5,A2
51.47392189,-0.0489465,0.4,756.5,387.0,5943.5,841.0,1354.0,401.0,8926.5,A2
51.47427528,-0.04317145,0.7,1371.5,1665.5,15008.5,1875.0,3674.0,1010.5,23232.5,A2
51.47434462,-0.02211573,0.1,387.0,659.5,15366.0,532.5,4163.5,975.5,21697.5,A2
51.47438663,-0.02300672,0.1,387.0,659.5,15366.0,532.5,4163.5,975.5,21697.5,A2
51.47449974,0.02307843,0.3,87.0,663.0,11364.5,457.5,3273.0,914.0,16672.0,A2
51.47493962,-0.03450294,0.1,724.0,572.0,8065.0,529.0,1913.0,373.0,11453.0,A2
51.4750979,-0.04666429,0.2,569.0,1140.0,6477.0,649.0,1708.5,451.0,10426.0,A2
51.47538216,-0.0287238,0.6,743.0,840.5,10220.0,654.0,2282.0,974.0,14970.5,A2
51.47544983,-0.03275297,0.1,337.0,581.5,8034.0,573.5,1760.0,533.5,11482.0,A2
51.47550291,-0.03591876,0.1,2178.0,1722.0,24278.0,1592.0,5759.0,1124.0,34475.0,A2
51.47569519,-0.0474308,0.4,596.0,975.5,6683.5,660.0,1718.5,465.5,10502.0,A2
51.47575079,-0.03461207,0.2,889.0,1640.0,12375.0,1519.0,3095.0,1221.0,19849.0,A2
51.47803270000001,-0.05280338,0.3,1108.5,1667.5,11034.5,920.0,2567.5,777.0,16967.0,A2
51.47972663,-0.05733975,1.0,1108.5,1667.5,11034.5,920.0,2567.5,777.0,16967.0,A2
51.48551207,-0.07005695,1.9,830.5,1298.0,11727.5,1058.5,3860.0,799.0,18743.0,A2
51.49761428,-0.08971587,1.0,805.5,649.0,3918.0,194.0,1637.5,224.0,6623.5,A2
51.49814214,-0.10006709,0.3,722.0,128.5,585.0,218.5,203.0,96.0,1231.5,A300
51.500817100000006,-0.09865911,0.5,1312.0,234.0,1381.5,169.5,484.0,266.5,2535.5,A300
51.50346866,-0.09581102,0.2,2181.5,550.5,3577.0,344.5,1140.5,234.5,5846.5,A300
51.5070539,-0.09508514,0.5,3077.0,358.5,1992.0,239.5,571.5,502.5,3664.5,A300
51.50972644,-0.09353257,0.2,3077.0,358.5,1992.0,239.5,571.5,502.5,3664.5,A300
51.49960189,-0.10692213,0.3,2153.0,764.5,5019.5,1729.0,999.0,252.0,8764.5,A301
51.50372477,-0.11165036,0.9,2153.0,764.5,5019.5,1729.0,999.0,252.0,8764.5,A301
51.50620211,-0.1147181,0.6,3310.0,1183.0,10362.5,2249.0,2756.0,259.0,16808.5,A301
51.5090319,-0.11733933,0.1,3310.0,1183.0,10362.5,2249.0,2756.0,259.0,16808.5,A301
51.51085695,-0.11899345,0.2,3260.5,775.0,7214.0,2628.5,2274.5,287.5,13179.5,A301
51.514723,-0.11847390000000001,0.7,25.0,977.0,7229.0,236.0,1810.0,188.0,10439.0,A301
51.49561079,-0.1031257,0.3,1247.0,1277.0,5960.0,1136.0,2185.0,413.0,10970.0,A302
51.49656904,-0.14220039,0.1,898.0,1190.0,14984.0,1338.0,3930.0,665.0,22107.0,A302
51.49669366,-0.14382329,0.2,976.0,672.0,6569.0,1760.0,1708.0,668.0,11378.0,A302
51.49675075,-0.10633433,0.2,1040.0,2275.0,9905.0,1546.0,2906.0,948.0,17580.0,A302
51.49696887,-0.10425068,0.2,54.0,226.0,2777.0,45.0,775.0,263.0,4086.0,A302
51.49777737,-0.10865456,0.2,899.0,2211.0,7332.0,1719.0,3346.0,571.0,15179.0,A302
51.49785583,-0.14680158,0.3,761.5,486.0,8703.5,1599.0,2446.0,375.0,13609.5,A302
51.49981914,-0.14869581,0.6,587.0,964.5,18063.5,2476.5,5860.5,619.5,27984.5,A302
51.49994853,-0.12851959,1.2,274.0,232.0,4390.5,585.0,1234.5,288.0,6729.5,A302
51.50082195,-0.12127973,0.4,1017.5,632.5,6576.0,1038.5,1239.5,116.0,9603.0,A302
51.50096345,-0.12281559,0.2,1017.5,632.5,6576.0,1038.5,1239.5,116.0,9603.0,A302
51.50097196,-0.1250341,0.2,4172.5,1295.5,10012.5,1412.0,2384.5,388.5,15493.0,A302
